Uniq ID,City,Sub City,Food Rate,Staff Rate,Environment Rate,Latitude,Longitude,Image,Description,Restaurant name,Most reviewed foods
925,Gampaha,Attanagalla,4,3.9,4,7.1316,80.0769,https://aff.bstatic.com/images/hotel/max500/877/87767413.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Amba Bliss Bistro,Mutton Curry
926,Gampaha,Biyagama,4.5,4.1,4.4,6.9462,79.9892,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8c/e7/6a/h2o-hotel-and-coffee.jpg?w=600&h=400&s=1,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hangura Heights,Prawn Vadai
927,Gampaha,Divulapitiya,3.6,2.9,3.1,7.2303,80.0165,https://media-cdn.tripadvisor.com/media/photo-s/15/54/8a/09/ruf-reisen-student-group.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Kothmale Kitchen,Ceylon Tea
928,Gampaha,Dompe,3.9,3.5,3.6,6.9404,80.0772,https://q-xx.bstatic.com/xdata/images/hotel/max500/344866386.jpg?k=c094d50852d0e70fe937ff195873f4a0ada52a275d72501f8fc033c17089cbce&o=,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Misty Mornings Cafe,Pineapple Curry
929,Gampaha,Gampaha,4.1,3.7,3.9,7.084,80.0098,https://media-cdn.tripadvisor.com/media/photo-s/14/aa/c7/53/curry-deserts.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Walapane Whispers,Brinjal Moju
930,Gampaha,Ja-Ela,3.3,2.8,3.2,7.0668,79.9041,https://assets.traveltriangle.com/blog/wp-content/uploads/2018/09/Rithu-Restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Amba Bliss Bistro,Coconut Sambol
931,Gampaha,Katana,4.2,3.5,3.8,7.2467,79.894,https://media-cdn.tripadvisor.com/media/photo-p/27/a9/1f/34/the-garlic-cafe-by-jana.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hangura Heights,Crab Curry
932,Gampaha,Kelaniya,4.2,3.6,4.1,6.9518,79.9133,https://media-cdn.tripadvisor.com/media/photo-s/0f/65/f7/b9/photo1jpg.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Kothmale Kitchen,Dried Fish (Karawala)
933,Gampaha,Mahara,3.7,3.2,3.6,6.9909,79.9396,https://media-cdn.tripadvisor.com/media/photo-s/1a/b6/3d/9b/happy-travelers-discover.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Misty Mornings Cafe,Fish Soup
934,Gampaha,Minuwangoda,4.1,3.7,4,7.1842,79.95,https://media-cdn.tripadvisor.com/media/photo-s/14/aa/c6/f3/buffet-sri-lankan-lunch.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Walapane Whispers,Dosa
935,Gampaha,Mirigama,3.9,3.3,3.5,7.2427,80.127,https://duqjpivknq39s.cloudfront.net/2019/01/800x750slfood.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Amba Bliss Bistro,Sambol Sandwich
936,Gampaha,Negombo,4.4,4,4.2,7.2008,79.8737,https://media-cdn.tripadvisor.com/media/photo-s/0e/a5/07/a3/sangraha-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hangura Heights,Thosai (Dosai)
937,Gampaha,Wattala,3.8,3.4,3.7,6.9907,79.8932,https://media-cdn.tripadvisor.com/media/photo-s/1a/6a/79/29/gedarawage.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Kothmale Kitchen,Ambul Thiyal
938,Gampaha,Attanagalla,4,3.9,4,7.1316,80.0769,https://cf.bstatic.com/xdata/images/hotel/max1024x768/481969537.jpg?k=266db878a32d191dea27e01510c9be1e4f824f995fab6e37d37ace77a10ea8e8&o=&hp=1,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Misty Mornings Cafe,Beetroot Curry
939,Gampaha,Biyagama,4.5,4.1,4.4,6.9462,79.9892,https://oakrayisiwaraayurvedicvillage.com/mathale/images/gallery/oakray-isiwara-ayurvedic-matale-g18.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Walapane Whispers,Tomato Curry
940,Gampaha,Divulapitiya,3.6,2.9,3.1,7.2303,80.0165,https://media-cdn.tripadvisor.com/media/photo-s/14/aa/c7/53/curry-deserts.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Addala Flavors,Fish Stew
941,Gampaha,Dompe,3.9,3.5,3.6,6.9404,80.0772,https://assets.traveltriangle.com/blog/wp-content/uploads/2018/09/Rithu-Restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Sthree,Aasmi
942,Gampaha,Gampaha,4.1,3.7,3.9,7.084,80.0098,https://media-cdn.tripadvisor.com/media/photo-p/27/a9/1f/34/the-garlic-cafe-by-jana.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Windloft Retreat,Eggplant Curry
943,Gampaha,Ja-Ela,3.3,2.8,3.2,7.0668,79.9041,https://media-cdn.tripadvisor.com/media/photo-s/0f/65/f7/b9/photo1jpg.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Samadhi Restaurant ,Fish Biriyani
944,Gampaha,Katana,4.2,3.5,3.8,7.2467,79.894,https://media-cdn.tripadvisor.com/media/photo-s/1a/b6/3d/9b/happy-travelers-discover.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Botanic Gardens Restaurant & Cafe,Ambarella Curry
945,Gampaha,Kelaniya,4.2,3.6,4.1,6.9518,79.9133,https://media-cdn.tripadvisor.com/media/photo-s/14/aa/c6/f3/buffet-sri-lankan-lunch.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Edan Rest,Pumpkin Curry
946,Gampaha,Mahara,3.7,3.2,3.6,6.9909,79.9396,https://duqjpivknq39s.cloudfront.net/2019/01/800x750slfood.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",The Brick House,Chicken Stew
947,Gampaha,Minuwangoda,4.1,3.7,4,7.1842,79.95,https://media-cdn.tripadvisor.com/media/photo-s/0e/a5/07/a3/sangraha-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Podium Restaurant & Bar,Eggplant Moju
948,Gampaha,Mirigama,3.9,3.3,3.5,7.2427,80.127,https://media-cdn.tripadvisor.com/media/photo-s/1a/6a/79/29/gedarawage.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Yewon Restaurant & Bakers in Kundasale,Cassava Curry
949,Gampaha,Negombo,4.4,4,4.2,7.2008,79.8737,https://cf.bstatic.com/xdata/images/hotel/max1024x768/481969537.jpg?k=266db878a32d191dea27e01510c9be1e4f824f995fab6e37d37ace77a10ea8e8&o=&hp=1,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Santani Wellness ,Palak Curry
950,Gampaha,Wattala,3.8,3.4,3.7,6.9907,79.8932,https://oakrayisiwaraayurvedicvillage.com/mathale/images/gallery/oakray-isiwara-ayurvedic-matale-g18.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Palm Paradise,Fish Tofu
951,Gampaha,Attanagalla,4,3.9,4,7.1316,80.0769,https://media-cdn.tripadvisor.com/media/photo-s/14/aa/c7/53/curry-deserts.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Garcinia Leaf,String Hopper Kottu
952,Gampaha,Biyagama,4.5,4.1,4.4,6.9462,79.9892,https://assets.traveltriangle.com/blog/wp-content/uploads/2018/09/Rithu-Restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Okwin Resort,Rendang
953,Gampaha,Divulapitiya,3.6,2.9,3.1,7.2303,80.0165,https://media-cdn.tripadvisor.com/media/photo-p/27/a9/1f/34/the-garlic-cafe-by-jana.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Plantation Retreat Restaurant,Fish Porridge
954,Gampaha,Dompe,3.9,3.5,3.6,6.9404,80.0772,https://media-cdn.tripadvisor.com/media/photo-s/0f/65/f7/b9/photo1jpg.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.", Dine N Rest,Amba Maluwa
955,Gampaha,Gampaha,4.1,3.7,3.9,7.084,80.0098,https://media-cdn.tripadvisor.com/media/photo-s/1a/b6/3d/9b/happy-travelers-discover.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Danisco Leisure,Banana Fritters (Kesel Muwa)
956,Gampaha,Ja-Ela,3.3,2.8,3.2,7.0668,79.9041,https://media-cdn.tripadvisor.com/media/photo-s/14/aa/c6/f3/buffet-sri-lankan-lunch.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Mangala Lodge Restaurant,Black Pork Curry
957,Gampaha,Katana,4.2,3.5,3.8,7.2467,79.894,https://duqjpivknq39s.cloudfront.net/2019/01/800x750slfood.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Priyangi Hills,Papadam
958,Gampaha,Kelaniya,4.2,3.6,4.1,6.9518,79.9133,https://media-cdn.tripadvisor.com/media/photo-s/0e/a5/07/a3/sangraha-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Royal Mount,Fish Roti
959,Gampaha,Mahara,3.7,3.2,3.6,6.9909,79.9396,https://media-cdn.tripadvisor.com/media/photo-s/1a/6a/79/29/gedarawage.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Tango Rest,Beef Biriyani
960,Gampaha,Minuwangoda,4.1,3.7,4,7.1842,79.95,https://cf.bstatic.com/xdata/images/hotel/max1024x768/481969537.jpg?k=266db878a32d191dea27e01510c9be1e4f824f995fab6e37d37ace77a10ea8e8&o=&hp=1,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Peak Residence,Eggplant Salad (Wambatu Sambol)
961,Gampaha,Mirigama,3.9,3.3,3.5,7.2427,80.127,https://oakrayisiwaraayurvedicvillage.com/mathale/images/gallery/oakray-isiwara-ayurvedic-matale-g18.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Sthree,Potato Curry
962,Gampaha,Negombo,4.4,4,4.2,7.2008,79.8737,https://media-cdn.tripadvisor.com/media/photo-s/14/aa/c7/53/curry-deserts.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Windloft Retreat,Pol Roti
963,Gampaha,Wattala,3.8,3.4,3.7,6.9907,79.8932,https://assets.traveltriangle.com/blog/wp-content/uploads/2018/09/Rithu-Restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Samadhi Restaurant ,Chicken Kottu Roti
964,Kalutara,Agalawatta,4.3,3.8,4.2,6.5423,80.1575,https://media-cdn.tripadvisor.com/media/photo-p/27/a9/1f/34/the-garlic-cafe-by-jana.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Botanic Gardens Restaurant & Cafe,Garlic Curry
965,Kalutara,Bandaragama,4.1,3.6,4,6.7144,79.9891,https://media-cdn.tripadvisor.com/media/photo-s/0f/65/f7/b9/photo1jpg.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Edan Rest,Seeni Sambol
966,Kalutara,Beruwala,3.7,3.5,3.5,6.4738,79.992,https://media-cdn.tripadvisor.com/media/photo-s/1a/b6/3d/9b/happy-travelers-discover.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",The Brick House,Fish Head Curry
967,Kalutara,Bulathsinhala,3.5,2.5,3.4,6.6487,80.1791,https://media-cdn.tripadvisor.com/media/photo-s/14/aa/c6/f3/buffet-sri-lankan-lunch.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Podium Restaurant & Bar,Jaffna Crab Curry
968,Kalutara,Dodangoda,3.5,3.8,4.1,6.5417,80.0434,https://duqjpivknq39s.cloudfront.net/2019/01/800x750slfood.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Yewon Restaurant & Bakers in Kundasale,White Rice and Curry
969,Kalutara,Horana,4.2,3.2,3.7,6.723,80.0647,https://media-cdn.tripadvisor.com/media/photo-s/0e/a5/07/a3/sangraha-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Santani Wellness ,Thambili (King Coconut) Juice
970,Kalutara,Ingiriya,3.8,4,4.3,6.7404,80.1625,https://media-cdn.tripadvisor.com/media/photo-s/1a/6a/79/29/gedarawage.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Palm Paradise,Crab Kottu Roti
971,Kalutara,Kalutara,4,3.9,4,6.5854,79.9607,https://cf.bstatic.com/xdata/images/hotel/max1024x768/481969537.jpg?k=266db878a32d191dea27e01510c9be1e4f824f995fab6e37d37ace77a10ea8e8&o=&hp=1,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Garcinia Leaf,Fish Ball Curry
972,Kalutara,Madurawela,4.5,4.1,4.4,6.6635,80.0716,https://oakrayisiwaraayurvedicvillage.com/mathale/images/gallery/oakray-isiwara-ayurvedic-matale-g18.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Okwin Resort,Mutton Kottu Roti
973,Kalutara,Mathugama,3.6,2.9,3.1,6.5219,80.1137,https://media-cdn.tripadvisor.com/media/photo-s/12/25/eb/51/queenswood-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Plantation Retreat Restaurant,Pepper Pork Curry
974,Kalutara,Millaniya,3.9,3.5,3.6,6.6805,80.0207,https://www.topasiatour.com/pic/sri-lanka/city/nuwara-eliya/guide/indian-summer-nuwara-eliya.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.", Dine N Rest,Ceylon Cinnamon Tea
975,Kalutara,Palindanuwara,4.1,3.7,3.9,6.5138,80.2453,https://media-cdn.tripadvisor.com/media/photo-s/10/fc/06/24/restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Danisco Leisure,Breadfruit Curry
976,Kalutara,Panadura,3.3,2.8,3.2,6.7106,79.9074,https://nerdnomads.com/wp-content/uploads/2017/03/High_tea_Grand_Hotel_Nuwara_Eliya2.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Mangala Lodge Restaurant,Fish Tagine
977,Kalutara,Walallavita,4.2,3.5,3.8,6.4384,80.1909,https://c8.alamy.com/comp/H60X8G/local-eatery-nuwara-eliya-sri-lanka-H60X8G.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Priyangi Hills,Nai Miris (Bird's Eye Chili) Sambol
978,Kalutara,Agalawatta,4.3,3.8,4.2,6.5423,80.1575,https://media-cdn.tripadvisor.com/media/photo-s/12/25/eb/51/queenswood-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Royal Mount,Pork Kottu Roti
979,Kalutara,Bandaragama,4.1,3.6,4,6.7144,79.9891,https://www.topasiatour.com/pic/sri-lanka/city/nuwara-eliya/guide/indian-summer-nuwara-eliya.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Tango Rest,Seer Fish Curry
980,Kalutara,Beruwala,3.7,3.5,3.5,6.4738,79.992,https://media-cdn.tripadvisor.com/media/photo-s/10/fc/06/24/restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Peak Residence,Ceylon Green Tea
981,Kalutara,Bulathsinhala,3.5,2.5,3.4,6.6487,80.1791,https://nerdnomads.com/wp-content/uploads/2017/03/High_tea_Grand_Hotel_Nuwara_Eliya2.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Sthree,Gotukola Sambol
982,Kalutara,Dodangoda,3.5,3.8,4.1,6.5417,80.0434,https://c8.alamy.com/comp/H60X8G/local-eatery-nuwara-eliya-sri-lanka-H60X8G.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Windloft Retreat,Chicken Tagine
